,Date Time,Open,High,Low,Close,Volume
0,2021-06-16 15:40:00,39322.0,39323.0,39244.0,39272.0,6497037.6255
1,2021-06-16 15:45:00,39272.0,39273.0,39115.0,39162.0,10279306.7911
2,2021-06-16 15:50:00,39162.0,39224.0,39123.0,39173.0,6833624.3096
3,2021-06-16 15:55:00,39173.0,39254.0,39159.0,39254.0,4053210.4333
4,2021-06-16 16:00:00,39254.0,39324.0,39140.0,39294.0,15820322.0258
5,2021-06-16 16:05:00,39294.0,39298.0,39240.0,39298.0,4434105.5208
6,2021-06-16 16:10:00,39298.0,39340.0,39268.0,39328.0,7491641.7942
7,2021-06-16 16:15:00,39328.0,39385.0,39242.0,39247.0,8485783.2873
8,2021-06-16 16:20:00,39245.0,39264.0,39151.0,39184.0,9099743.2364
9,2021-06-16 16:25:00,39184.0,39205.0,39127.0,39170.0,12570114.2956
10,2021-06-16 16:30:00,39170.0,39270.0,39170.0,39259.0,3687232.3899
11,2021-06-16 16:35:00,39254.0,39278.0,39199.0,39276.0,2460818.9641
12,2021-06-16 16:40:00,39276.0,39288.0,39203.0,39209.0,7276835.3363
13,2021-06-16 16:45:00,39209.0,39225.0,39050.0,39088.0,11135303.0568
14,2021-06-16 16:50:00,39088.0,39162.0,38711.0,38820.0,39551987.543
15,2021-06-16 16:55:00,38820.0,38919.0,38760.0,38864.0,26345197.1254
16,2021-06-16 17:00:00,38864.0,39000.0,38801.0,38981.0,15349576.4884
17,2021-06-16 17:05:00,38981.0,38988.0,38870.0,38892.0,7807321.9648
18,2021-06-16 17:10:00,38892.0,38892.0,38571.0,38685.0,52758974.1383
19,2021-06-16 17:15:00,38685.0,38754.0,38615.0,38699.0,24918788.6496
20,2021-06-16 17:20:00,38699.0,38763.0,38698.0,38731.0,9228670.4109
21,2021-06-16 17:25:00,38731.0,38776.0,38700.0,38723.0,8441229.1399
22,2021-06-16 17:30:00,38723.0,38775.0,38723.0,38755.0,22375393.9509
23,2021-06-16 17:35:00,38755.0,38824.0,38693.0,38698.0,17374590.6915
24,2021-06-16 17:40:00,38698.0,38754.0,38671.0,38748.0,4387663.0785
25,2021-06-16 17:45:00,38748.0,38810.0,38693.0,38693.0,4006769.9883
26,2021-06-16 17:50:00,38693.0,38787.0,38670.0,38778.0,6868079.7717
27,2021-06-16 17:55:00,38778.0,38800.0,38734.0,38782.0,4446407.908
28,2021-06-16 18:00:00,38782.0,39109.0,38682.0,39080.0,70787806.1296
29,2021-06-16 18:05:00,39080.0,39265.0,39028.0,39264.0,57657144.7063
30,2021-06-16 18:10:00,39265.0,39315.0,39152.0,39287.0,23945649.1707
31,2021-06-16 18:15:00,39287.0,39312.0,39185.0,39185.0,12525861.0594
32,2021-06-16 18:20:00,39185.0,39187.0,39034.0,39081.0,17903010.5707
33,2021-06-16 18:25:00,39081.0,39081.0,38919.0,38988.0,18042690.6795
34,2021-06-16 18:30:00,38988.0,39139.0,38974.0,38999.0,11776131.3962
35,2021-06-16 18:35:00,38999.0,39049.0,38893.0,38923.0,9425076.1063
36,2021-06-16 18:40:00,38923.0,38925.0,38800.0,38893.0,13661986.6511
37,2021-06-16 18:45:00,38893.0,38912.0,38678.0,38692.0,20398675.2069
38,2021-06-16 18:50:00,38692.0,38717.0,38428.0,38619.0,56888208.9384
39,2021-06-16 18:55:00,38619.0,38724.0,38577.0,38678.0,10604402.0566
40,2021-06-16 19:00:00,38678.0,38678.0,38535.0,38590.0,14664065.7486
41,2021-06-16 19:05:00,38590.0,38761.0,38577.0,38681.0,13217787.2509
