enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,tokenizedEquity
True,False,1e-06,10.0,10.0,0.285,0.284936,0.288229,0.285,future,,,CHZ,False,False,0.0077472781983600235,-0.050696156152155086,-0.022536534840570565,30380.24524,30380.24524,
True,False,1e-06,10.0,10.0,0.281462,0.281433,0.282398,0.281462,spot,CHZ,USD,,False,True,0.006080189876358749,-0.04939426587455714,-0.012646149852490818,4123184.98282,4123184.98282,
True,False,1e-06,10.0,10.0,0.281278,0.281036,0.282276,0.281278,spot,CHZ,USDT,,False,True,0.0054224856216556275,-0.05051596155858535,-0.01117915474340676,260824.29516,260809.72551487235,
True,False,0.0025,0.01,0.01,221.0,221.0,221.95,221.0,spot,COIN,USD,,True,True,-0.018541134673032086,-0.033245844269466314,-0.029147538823115954,39873.812275,39873.812275,True
True,False,0.01,0.0001,0.0001,262.5,262.84,262.85,262.84,future,,,COMP,False,False,-0.007926322941043255,-0.06909863644412963,-0.03813218180487448,5554302.73139,5554302.73139,
True,False,0.01,0.0001,0.0001,263.3,263.49,264.08,263.49,future,,,COMP,False,False,-0.006747587454764777,-0.06959745762711865,-0.03926930649748414,2109806.732313,2109806.732313,
True,False,0.01,0.0001,0.0001,284.74,267.19,268.47,268.47,future,,,COMP,False,False,-0.009372347883841925,-0.07129514321295143,-0.041041577368195456,242.029,242.029,
True,False,0.01,0.0001,0.0001,262.77,262.61,262.98,262.77,spot,COMP,USD,,False,True,-0.008602150537634409,-0.06825757038507907,-0.03996931058419495,3338221.780183,3338221.780183,
True,False,0.01,0.0001,0.0001,262.54,262.49,263.03,262.54,spot,COMP,USDT,,False,True,-0.008047757584917067,-0.06857771313016639,-0.03961663679262538,169514.35389,169504.8848181917,
True,False,1e-05,10.0,10.0,0.03389,0.03378,0.03421,0.03389,future,,,CONV,False,False,-0.03364699173082407,-0.10201377848436671,-0.06277654867256637,66885.651,66885.651,
True,False,1e-05,10.0,10.0,0.034,0.03387,0.03402,0.034,spot,CONV,USD,,False,True,-0.03409090909090909,-0.10124240021147238,-0.06361883778573396,136760.7991,136760.7991,
True,False,0.00025,1.0,1.0,1.5605,1.5605,1.561,1.5605,spot,COPE,USD,,False,True,-0.006209202356312689,-0.11259596246801251,-0.011089987325728771,389995.1965,389995.1965,
True,False,0.05,0.01,0.01,139.05,138.95,139.25,139.05,future,,,CREAM,False,False,-0.0010775862068965517,-0.03336809176225235,0.006514657980456026,579348.519,579348.519,
True,False,0.05,0.01,0.01,141.7,138.05,138.8,138.8,future,,,CREAM,False,False,-0.003589375448671931,-0.02630655910206945,0.012030623405030989,7623.9735,7623.9735,
True,False,0.05,0.01,0.01,139.0,138.65,139.4,139.0,spot,CREAM,USD,,False,True,-0.005366726296958855,-0.032707028531663185,0.0054249547920434,47187.3555,47187.3555,
True,False,0.05,0.01,0.01,139.9,138.6,139.4,139.4,spot,CREAM,USDT,,False,True,-0.0025044722719141325,-0.025174825174825177,0.010511054729974628,61932.544,61929.08444809216,
True,False,2.5e-05,10.0,10.0,0.1023,0.1023,0.102575,0.1023,future,,,CRO,False,False,-0.0024378352023403218,-0.056708160442600276,-0.05124043589149084,279157.5185,279157.5185,
True,False,2.5e-05,10.0,10.0,0.1032,0.102575,0.103075,0.103075,spot,CRO,USD,,False,True,0.006591796875,-0.05608974358974359,-0.04294336118848654,10275.38725,10275.38725,
True,False,0.001,0.1,0.1,8.385,8.28,8.408,8.385,future,,,CRON,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.001,0.1,0.1,8.337,8.313,8.391,8.337,future,,,CRON,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.001,0.1,0.1,8.388,8.31,8.388,8.388,spot,CRON,USD,,True,True,0.0,0.0,0.0,0.0,0.0,True
True,False,5e-05,1.0,1.0,1.77535,1.7765,1.777,1.7765,future,,,CRV,False,False,-0.0020784181552634534,-0.07268693723084954,-0.04404444803185622,5214328.0822,5214328.0822,
True,False,5e-05,1.0,1.0,1.77485,1.77395,1.77815,1.77485,spot,CRV,USD,,False,True,-0.0033691776398910634,-0.0739590942293645,-0.04626669174346436,615690.8738,615690.8738,
True,False,2.5e-06,1.0,1.0,0.021205,0.021205,0.0212075,0.021205,future,,,CUSDT,False,False,-0.00011788282447247436,0.0,0.0,120960.875955,120960.875955,
True,False,2.5e-06,1.0,1.0,0.021205,0.021205,0.0212775,0.021205,spot,CUSDT,USD,,False,True,-0.00011788282447247436,-0.00011788282447247436,-0.00011788282447247436,2367.2660825,2367.2660825,
True,False,2.5e-06,1.0,1.0,0.0212,0.0211625,0.0212725,0.0212,spot,CUSDT,USDT,,False,True,-0.0003536484734174231,-0.0003536484734174231,-0.0003536484734174231,0.0,0.0,
True,False,0.0001,0.1,0.1,1.0015,1.0013,1.0015,1.0015,spot,DAI,USD,,False,True,0.0005994604855629933,-0.0001996605770190676,0.0006994404476418865,508043.26446,508043.26446,
True,False,0.0001,0.1,0.1,1.0016,1.0006,1.0016,1.0016,spot,DAI,USDT,,False,True,0.00039952057530962844,-0.0003992015968063872,0.0002996105063417557,318282.76413,318264.9848547957,
True,False,0.025,0.01,0.01,144.475,144.575,144.7,144.575,future,,,DASH,False,False,-0.00976027397260274,-0.08943473468745079,-0.04334160463192721,4658814.979,4658814.979,
True,False,0.0005,0.1,0.1,1.9215,1.88,1.9065,1.9065,future,,,DAWN,False,False,-0.03687799949482193,-0.1361576801087449,-0.12021227503461006,57601.70565,57601.70565,
True,False,0.0005,0.1,0.1,1.935,1.9215,1.928,1.928,spot,DAWN,USD,,False,True,-0.02032520325203252,-0.122040072859745,-0.1168117269812185,34158.35385,34158.35385,
True,False,0.1,0.001,0.001,7186.8,7175.7,7186.8,7186.8,future,,,DEFI,False,False,-0.0059201062299435656,-0.07031977646693574,-0.03103680733450182,10143930.1386,10143930.1386,
True,False,0.1,0.001,0.001,7079.4,7085.8,7112.9,7085.8,future,,,DEFI,False,False,-0.008424293310943185,-0.0700927833698605,-0.03084266819854198,337593.1399,337593.1399,
True,False,0.1,0.001,0.001,7156.6,7150.5,7177.9,7156.6,future,,,DEFI,False,False,-0.006303804498750347,-0.0744658838135637,-0.03307482368200611,210251.963,210251.963,
True,False,1e-06,100.0,100.0,0.002737,0.002737,0.002743,0.002737,future,,,DENT,False,False,-0.012269938650306749,-0.10875936177140996,-0.0873624541513838,257811.7249,257811.7249,
True,False,1e-06,100.0,100.0,0.002754,0.002721,0.00275,0.00275,spot,DENT,USD,,False,True,-0.005065123010130246,-0.10481770833333333,-0.08272181454302868,5563.9777,5563.9777,
True,False,0.005,0.01,0.01,49.66,47.435,48.2,48.2,future,,,DKNG,True,False,0.0,0.0,-0.00010372368011617052,0.0,0.0,True
True,False,0.005,0.01,0.01,47.87,47.61,48.09,47.87,future,,,DKNG,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.005,0.01,0.01,48.215,47.64,48.125,48.125,spot,DKNG,USD,,True,True,0.0,0.0,0.0,0.0,0.0,True
True,False,0.001,0.1,0.1,0.055,0.052,0.053,0.053,future,,,DMG,False,False,0.019230769230769232,0.15217391304347827,0.08163265306122448,82100.3686,82100.3686,
True,False,0.001,0.1,0.1,0.052,0.052,0.053,0.052,spot,DMG,USD,,False,True,0.0,0.13043478260869565,0.0196078431372549,27011.8041,27011.8041,
True,False,0.001,0.1,0.1,0.056,0.052,0.054,0.054,spot,DMG,USDT,,False,True,0.018867924528301886,0.17391304347826086,0.08,28607.3459,28605.747893658026,
True,False,0.0005,0.1,0.1,1.2105,1.2085,1.214,1.2105,future,,,DODO,False,False,0.002899751449875725,-0.056508183943881525,-0.0528169014084507,327317.32745,327317.32745,
True,False,0.0005,0.1,0.1,1.211,1.2045,1.2165,1.211,spot,DODO,USD,,False,True,0.0,-0.05019607843137255,-0.061967467079783116,22979.05175,22979.05175,
True,False,5e-07,1.0,1.0,0.265429,0.2653785,0.265475,0.265429,future,,,DOGE,False,False,-0.01273007589691707,-0.08852435372654598,-0.07353978038241105,74373087.042631,74373087.042631,
True,False,5e-07,1.0,1.0,0.2674415,0.264125,0.2650465,0.2650465,future,,,DOGE,False,False,-0.011050043282290081,-0.0894360475402768,-0.07576201385765048,105603.7978,105603.7978,
True,False,5e-07,1.0,1.0,0.2662315,0.265314,0.266554,0.2662315,future,,,DOGE,False,False,-0.010635708406185954,-0.0892245640802838,-0.07366163074717642,341035.939371,341035.939371,
True,False,1e-08,1.0,1.0,7.83e-06,7.79e-06,7.81e-06,7.81e-06,spot,DOGE,BTC,,False,True,-0.015132408575031526,-0.036991368680641186,-0.02981366459627329,2.97303849,101079.35832278132,
True,False,5e-07,1.0,1.0,0.265728,0.265355,0.2656195,0.2656195,spot,DOGE,USD,,False,True,-0.012926517476904325,-0.08831004793228728,-0.07407710809774462,13069592.7798495,13069592.7798495,
True,False,5e-07,1.0,1.0,0.2653135,0.2652675,0.2656115,0.2653135,spot,DOGE,USDT,,False,True,-0.013434897639317806,-0.0886534019184364,-0.07530012878221516,1538209.2564805,1538123.332111433,
True,False,0.001,0.1,0.1,19.308,19.305,19.31,19.308,future,,,DOT,False,False,-0.0049987116722494205,-0.08523238735964372,-0.04839822572695909,41123752.5096,41123752.5096,
True,False,0.001,0.1,0.1,19.24,19.275,19.343,19.275,future,,,DOT,False,False,-0.003978916907813146,-0.08653618311928345,-0.0489934872705743,69095.383,69095.383,
True,False,0.001,0.1,0.1,19.386,19.427,19.45,19.427,future,,,DOT,False,False,-0.004917277057829227,-0.08878986866791745,-0.050024449877750614,786130.0025,786130.0025,
True,False,0.1,0.001,0.001,3325.1,3320.6,3327.6,3325.1,future,,,DRGN,False,False,-0.0038049014320810115,-0.0849775723052368,-0.05585212107445057,438689.6987,438689.6987,
True,False,0.1,0.001,0.001,3300.6,3304.8,3305.1,3304.8,future,,,DRGN,False,False,-0.005596678100740206,-0.08464436073565255,-0.05658007422209535,6016.1567,6016.1567,
True,False,0.1,0.001,0.001,3265.7,3268.4,3277.0,3268.4,future,,,DRGN,False,False,-0.0058401265360749485,-0.08548084725370043,-0.05842359990781286,182725.2525,182725.2525,
True,False,0.005,0.01,0.01,78.07,78.02,78.165,78.07,future,,,EGLD,False,False,-0.0038279954064055124,-0.019467470484802813,-0.016378984502960818,1380790.61145,1380790.61145,
True,False,1e-05,10.0,10.0,0.26,0.26475,0.26484,0.26475,spot,EMB,USD,,False,True,-0.010576276253830631,0.011847888400535066,-0.0437059779664078,27266.8414,27266.8414,
True,False,5e-05,1.0,1.0,1.1638,1.16535,1.1664,1.16535,future,,,ENJ,False,False,0.0009448142581060769,-0.08254605573925367,-0.059025394646533974,4987776.8704,4987776.8704,
True,False,5e-05,1.0,1.0,1.1631,1.1642,1.16695,1.1642,spot,ENJ,USD,,False,True,-0.002655701190782147,-0.08395625147533244,-0.06021956732321602,228502.4879,228502.4879,
True,False,0.00025,0.1,0.1,4.2005,4.20125,4.2015,4.20125,future,,,EOS,False,False,0.0020870602265951103,-0.09083531703094569,-0.057328770965389575,55872739.772725,55872739.772725,
True,False,0.00025,0.1,0.1,4.1785,4.19525,4.20125,4.19525,future,,,EOS,False,False,0.0020302143667522542,-0.09105189036940743,-0.05893898609241813,1194154.8979,1194154.8979,
True,False,0.00025,0.1,0.1,4.2165,4.21075,4.21625,4.21625,future,,,EOS,False,False,0.005425062596876118,-0.0927430200656302,-0.05713646782579527,204390.2333,204390.2333,
True,False,0.0005,0.1,0.1,47.93,47.907,47.934,47.93,future,,,ETC,False,False,-0.008973616739723762,-0.08175678911825279,-0.06059210332898876,20419840.86975,20419840.86975,
True,False,0.1,0.001,0.001,2084.5,2084.4,2084.5,2084.5,future,,,ETH,False,True,-0.006103084918705002,-0.067671526970212,-0.03829296424452134,2054188164.424,2054188164.424,
True,False,0.1,0.001,0.001,2078.5,2078.5,2079.1,2078.5,future,,,ETH,False,False,-0.006595612483869426,-0.06927279240551674,-0.03973203973203973,15393064.4784,15393064.4784,
True,False,0.1,0.001,0.001,2097.5,2097.4,2097.5,2097.5,future,,,ETH,False,False,-0.008368003025718608,-0.0751355879888884,-0.043373164279850406,26931706.7918,26931706.7918,
True,False,0.1,0.001,0.001,2129.6,2127.9,2130.0,2129.6,future,,,ETH,False,False,-0.007133199682968903,-0.07729636048526863,-0.04352122164832697,5215570.6679,5215570.6679,
True,False,1.0,0.0001,0.0001,10723.0,10689.0,10726.0,10723.0,spot,ETH,BRZ,,False,True,-0.007589079130032392,-0.06821341675356274,-0.04027566454846505,10315177.9921,2008365.15506187,
True,False,2.5e-06,0.001,0.001,0.061295,0.0612825,0.0612975,0.061295,spot,ETH,BTC,,False,True,-0.009213610280449366,-0.017235850569183902,0.005412941851882227,105.2838197675,3579509.9793243036,
True,False,0.1,0.001,0.001,1760.4,1755.0,1763.1,1760.4,spot,ETH,EUR,,False,True,-0.0035095663987320274,-0.06679389312977099,-0.04039247751430908,34824.4267,41266.9456395,
True,False,0.1,0.001,0.001,2085.9,2085.5,2085.7,2085.7,spot,ETH,USD,,False,True,-0.006525674002095837,-0.06771857679241909,-0.03804999538787935,136516653.5876,136516653.5876,
True,False,0.1,0.001,0.001,2085.4,2085.4,2086.2,2085.4,spot,ETH,USDT,,False,True,-0.006810496737629185,-0.06739412369750905,-0.03849877818248882,21983714.4677,21982486.457409833,
True,False,0.001,0.1,0.1,20.901,19.931,20.91,20.901,future,,,ETHE,True,False,0.0007661000718218817,-0.032450699009350985,-0.0038604518158421503,12.5406,12.5406,True
True,False,0.001,0.1,0.1,,19.794,20.618,,future,,,ETHE,True,False,,,,,,True
True,False,0.001,0.1,0.1,20.202,20.018,20.056,20.056,spot,ETHE,USD,,True,True,-0.008454046571414447,-0.06811634606449214,-0.041849799350277085,88.8888,88.8888,True
True,False,0.0001,1.0,1.0,1.1855,1.1851,1.1855,1.1855,spot,EUR,USD,,False,True,-8.434547908232118e-05,8.435970980259827e-05,8.435970980259827e-05,151686.4101,151686.4101,
True,False,0.1,0.001,0.001,6869.7,6877.0,6889.0,6877.0,future,,,EXCH,False,False,-0.004574009205917263,-0.05296353420733722,-0.04093159472840109,2231524.8312,2231524.8312,
True,False,0.1,0.001,0.001,6869.5,6854.0,6869.3,6869.3,future,,,EXCH,False,False,-0.003279211828378241,-0.05070340786600702,-0.04021181763563454,460.8475,460.8475,
True,False,0.1,0.001,0.001,6909.0,6821.3,6839.2,6839.2,future,,,EXCH,False,False,-0.006016917129320117,-0.05359440946516294,-0.03874966619348129,95678.7229,95678.7229,
True,False,0.01,0.01,0.01,329.13,326.88,331.92,329.13,future,,,FB,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.01,0.01,0.01,328.07,328.04,329.07,328.07,future,,,FB,True,False,0.0,-6.095888323325917e-05,0.0,0.0,0.0,True
True,False,0.01,0.01,0.01,331.35,327.97,330.95,330.95,spot,FB,USD,,True,True,0.0,3.0216957756693056e-05,0.009055430209159094,125.1716,125.1716,True
True,False,0.0001,1.0,1.0,1.7246,1.7216,1.7276,1.7246,future,,,FIDA,False,False,-0.0059369416104674624,-0.09102408686027513,-0.06994553200668716,186946.8374,186946.8374,
True,False,1e-05,1.0,1.0,1.72501,1.72204,1.7293,1.72501,spot,FIDA,USD,,False,True,-0.002480772566934598,-0.09047242433828957,-0.06292745199228617,46074.15863,46074.15863,
True,False,1e-05,1.0,1.0,1.7277,1.72423,1.73117,1.7277,spot,FIDA,USDT,,False,True,-0.006755008767139038,-0.08663656837141437,-0.0624847383129392,4156.78662,4156.554421899406,
True,False,0.005,0.1,0.1,60.825,60.86,60.87,60.86,future,,,FIL,False,False,0.005451842061787543,-0.06642123025003835,-0.05920544133560056,27032698.4545,27032698.4545,
True,False,0.005,0.1,0.1,61.405,60.315,61.035,61.035,future,,,FIL,False,False,0.001394585726004922,-0.062442396313364054,-0.061649627181182255,20485.3745,20485.3745,
True,False,0.005,0.1,0.1,61.22,61.36,61.635,61.36,future,,,FIL,False,False,0.005242463958060288,-0.07170953101361574,-0.06889226100151745,354105.716,354105.716,
True,False,0.0005,0.1,0.1,0.444,0.4415,0.444,0.444,future,,,FLM,False,False,0.003389830508474576,-0.0854788877445932,-0.0613107822410148,164068.44,164068.44,
True,False,0.005,0.01,0.01,9.26,9.25,9.265,9.26,future,,,FLOW,False,False,0.004338394793926247,-0.06747230614300101,-0.06794162053346754,2562611.03365,2562611.03365,
True,False,5e-05,1.0,1.0,0.6432,0.6427,0.64275,0.64275,spot,FRONT,USD,,False,True,-0.001243104653873048,-0.04480606330806955,-0.08066938425230637,2647.56355,2647.56355,
True,False,5e-05,1.0,1.0,0.6432,0.6391,0.64925,0.6432,spot,FRONT,USDT,,False,True,0.0,-0.05209638199101024,-0.07072166437910858,5748.50995,5748.188838234193,
True,False,5e-05,1.0,1.0,0.289,0.289,0.28905,0.289,future,,,FTM,False,False,-0.010782132466198871,-0.0752,-0.06502749919120025,22613264.903,22613264.903,
True,False,5e-05,1.0,1.0,0.28885,0.2884,0.2889,0.28885,spot,FTM,USD,,False,True,-0.010618256550779243,-0.07671408023014224,-0.06611703847397349,722899.5769,722899.5769,
True,False,0.0005,0.1,0.1,28.373,28.3595,28.377,28.373,future,,,FTT,False,False,-0.004229034692122765,-0.05149848730506293,-0.03820338983050847,36636689.68575,36636689.68575,
True,False,1e-07,0.1,0.1,0.0008333,0.0008331,0.0008349,0.0008333,spot,FTT,BTC,,False,True,-0.010097410311237823,-0.0017968375658840442,0.005672218199372436,34.61468309,1176853.231820631,
True,False,0.001,0.1,0.1,28.357,28.353,28.373,28.357,spot,FTT,USD,,False,True,-0.005017543859649123,-0.052492649024325044,-0.03965727445136819,12074470.6048,12074470.6048,
True,False,0.001,0.1,0.1,28.379,28.356,28.397,28.379,spot,FTT,USDT,,False,True,-0.004385349424642156,-0.05140889795099776,-0.03904239469050522,3469341.0036,3469147.206211539,
True,False,0.0001,1.0,1.0,1.3807,1.3807,1.3811,1.3807,spot,GBP,USD,,False,True,0.0,0.00036226633821185336,0.0,11229.9172,11229.9172,
True,False,0.005,0.01,0.01,30.155,28.51,30.075,30.075,future,,,GBTC,True,False,0.00016627868307283005,-0.012963570725303577,-0.002652959708174432,860.6237,860.6237,True
True,False,0.005,0.01,0.01,29.16,29.16,30.07,29.16,future,,,GBTC,True,False,-0.03171177154242072,-0.02783797299549925,-0.022296730930427493,30074.1224,30074.1224,True
True,False,0.005,0.01,0.01,28.71,28.56,28.65,28.65,spot,GBTC,USD,,True,True,0.0019234131841230984,-0.05320555188367482,-0.046430354468297554,30266.0854,30266.0854,True
True,False,0.005,0.01,0.01,34.885,33.85,34.285,34.285,future,,,GDX,True,False,0.0,-0.000291587694999271,-0.00014581510644502772,0.0,0.0,True
True,False,0.005,0.01,0.01,34.24,33.965,34.215,34.215,future,,,GDX,True,False,-0.0005841974587410544,-0.0007301401869158878,-0.0005841974587410544,0.0,0.0,True
True,False,0.005,0.01,0.01,34.19,34.025,34.19,34.19,spot,GDX,USD,,True,True,0.0,0.0,0.0,0.0,0.0,True
True,False,0.005,0.01,0.01,48.13,47.34,47.985,47.985,future,,,GDXJ,True,False,-0.00010418837257762034,-0.00041662326840954066,0.00020844189682126107,0.0,0.0,True
True,False,0.005,0.01,0.01,49.33,47.495,47.905,47.905,future,,,GDXJ,True,False,-0.0002087029114056141,-0.00031302170283806343,-0.0004173187271778821,0.0,0.0,True
True,False,0.005,0.01,0.01,47.82,47.5,47.815,47.815,spot,GDXJ,USD,,True,True,0.0,0.0,0.0,223.7976,223.7976,True
True,False,0.025,0.01,0.01,165.5,164.975,166.075,165.5,future,,,GLD,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.025,0.01,0.01,164.925,165.525,165.6,165.525,future,,,GLD,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.025,0.01,0.01,165.625,165.6,165.625,165.625,spot,GLD,USD,,True,True,0.0,0.0,0.0,1.65625,1.65625,True
True,False,0.001,0.1,0.1,17.363,16.765,16.896,16.896,spot,GLXY,USD,,True,True,0.0023730422401518746,-0.03753916263172885,-0.026896273685423026,481.1761,481.1761,True
True,False,0.01,0.01,0.01,215.61,208.45,215.62,215.61,future,,,GME,True,False,0.0,0.0,0.0,0.0,0.0,True
True,False,0.01,0.01,0.01,209.5,203.3,209.0,209.0,future,,,GME,True,False,0.0,-0.002386634844868735,0.0,0.0,0.0,True
True,False,0.025,0.01,0.01,209.175,209.175,211.75,209.175,spot,GME,USD,,True,True,-0.012393767705382436,0.0021559468199784403,-0.012393767705382436,6870.1815,6870.1815,True
True,False,0.1,0.001,0.001,2379.4,2377.7,2416.4,2379.4,future,,,GOOGL,True,False,0.0,-0.01351575456053068,-0.01351575456053068,25871.2162,25871.2162,True
True,False,0.1,0.001,0.001,2446.0,2393.8,2411.0,2411.0,future,,,GOOGL,True,False,0.0,-0.000497471188127021,-0.00033170246289078697,0.0,0.0,True
True,False,0.1,0.001,0.001,2409.3,2398.3,2409.3,2409.3,spot,GOOGL,USD,,True,True,0.0,0.0,0.0,103.5999,103.5999,True
True,False,5e-05,1.0,1.0,0.57475,0.575,0.57535,0.575,future,,,GRT,False,False,-0.014313876746378676,-0.06701281843258154,-0.03813984610237538,14924952.10065,14924952.10065,
True,False,5e-05,1.0,1.0,0.5682,0.567,0.5696,0.5682,future,,,GRT,False,False,-0.016784910884236028,-0.06569103017347694,-0.03703076010507584,9143.6298,9143.6298,
True,False,5e-05,1.0,1.0,0.55915,0.5568,0.55875,0.55875,future,,,GRT,False,False,-0.015331747290510176,-0.06983519227567837,-0.04503503674585541,26250.7024,26250.7024,
True,False,5e-05,1.0,1.0,0.5755,0.5752,0.5758,0.5755,spot,GRT,USD,,False,True,-0.011762685670129646,-0.06642874523481224,-0.03810797258900217,369272.3328,369272.3328,
True,False,0.0005,0.1,0.1,3.4425,3.438,3.454,3.4425,spot,GT,USD,,False,True,-0.019789293849658315,-0.058268362741075094,-0.04929577464788732,16541.97065,16541.97065,
True,False,5e-05,1.0,1.0,0.18335,0.18335,0.1837,0.18335,future,,,HBAR,False,False,-0.0002726281352235551,-0.09007444168734491,-0.06382435537401072,1254950.5504,1254950.5504,
True,False,0.005,0.05,0.05,5.79,5.795,5.875,5.795,spot,HGET,USD,,False,True,-0.02028740490278952,-0.042939719240297276,-0.042939719240297276,1892.701,1892.701,
True,False,0.005,0.05,0.05,5.81,5.79,5.89,5.81,spot,HGET,USDT,,False,True,-0.02680067001675042,-0.041254125412541254,-0.041254125412541254,1266.36525,1266.294510837135,
True,False,0.0001,0.1,0.1,12.6363,12.5907,12.6137,12.6137,future,,,HNT,False,False,-0.02077430073051633,-0.01134154752947078,0.002702767156609458,816745.02908,816745.02908,
True,False,0.0001,0.1,0.1,12.5592,12.5564,12.6568,12.5592,spot,HNT,USD,,False,True,-0.022767238830358392,-0.01573667711598746,-0.0028740651348905157,83229.06815,83229.06815,
True,False,0.0001,0.1,0.1,12.638,12.5608,12.6637,12.638,spot,HNT,USDT,,False,True,-0.019800981905330677,-0.007866103531111146,0.00560170597409211,22550.39124,22549.131575145333,
True,False,0.0001,1.0,1.0,8.496,8.4597,8.4685,8.4685,future,,,HOLY,False,False,0.0017033155510344092,-0.076942361353331,-0.05112719612764432,102039.2147,102039.2147,
True,False,0.0001,1.0,1.0,8.51,8.4556,8.4951,8.4951,spot,HOLY,USD,,False,True,-0.0006705251270468661,-0.07211123611460028,-0.05131440823710719,11507.0115,11507.0115,
True,False,0.005,0.01,0.01,84.49,84.505,84.76,84.505,spot,HOOD,USD,,True,True,5.9171597633136094e-05,-0.006174291426555334,-0.006174291426555334,4600.76365,4600.76365,True
True,False,1e-06,100.0,100.0,0.006742,0.006741,0.006765,0.006742,future,,,HOT,False,False,0.0002967359050445104,-0.05162470108313406,-0.041512652829115725,793065.1403,793065.1403,
True,False,0.0005,0.01,0.01,11.38,11.3905,11.4085,11.3905,future,,,HT,False,False,-0.01137004730286855,-0.07499593958096476,-0.0634737923946557,5559062.24694,5559062.24694,
True,False,0.0005,0.1,0.1,11.4195,11.389,11.417,11.417,spot,HT,USD,,False,True,-0.010958548100662711,-0.07460992907801418,-0.06283603529653191,709965.6053,709965.6053,
True,False,2.5e-05,10.0,10.0,0.0581,0.058325,0.05925,0.058325,future,,,HUM,False,False,-0.05965336557839581,-0.11225266362252663,-0.13239122350316102,45674.5085,45674.5085,
True,False,2.5e-05,10.0,10.0,0.0589,0.05855,0.05925,0.0589,spot,HUM,USD,,False,True,-0.06098047030689518,-0.1062215477996965,-0.13825896122896855,6519.905,6519.905,
True,False,5e-05,1.0,1.0,0.6507,0.65095,0.65345,0.65095,spot,HXRO,USD,,False,True,-0.0005373867649316751,-0.020170091066455936,-0.010714285714285714,31846.57565,31846.57565,
True,False,5e-05,1.0,1.0,0.6514,0.65095,0.6543,0.6514,spot,HXRO,USDT,,False,True,0.0,-0.014821536600120993,-0.010331206320267397,9108.3504,9107.841607546656,
True,False,0.01,0.01,0.01,45.39,45.38,45.41,45.39,future,,,ICP,False,False,0.00022036139268400177,-0.07968369829683698,-0.0736734693877551,35950624.6202,35950624.6202,
True,False,0.0001,1.0,1.0,0.8925,0.8913,0.8926,0.8925,future,,,IOTA,False,False,-0.02213213542237318,-0.10436527847466132,-0.06905184103473454,1499197.4099,1499197.4099,
True,False,5e-06,10.0,10.0,0.058115,0.051975,0.05277,0.05277,spot,JST,USD,,False,True,-0.010222263903216731,-0.08472812418697424,-0.07070529189046403,168.54125,168.54125,
True,False,0.0005,0.1,0.1,3.618,3.6315,3.638,3.6315,future,,,KAVA,False,False,0.006931928462498267,-0.08480342741935484,-0.058343057176196034,1410966.1738,1410966.1738,
True,False,1e-08,10000.0,10000.0,4.406e-05,4.4e-05,4.402e-05,4.402e-05,future,,,KIN,False,False,-0.012783135232114823,-0.043667173582446234,-0.04491212844434801,235255.3066,235255.3066,
True,False,1e-08,10000.0,10000.0,4.4e-05,4.398e-05,4.4e-05,4.4e-05,spot,KIN,USD,,False,True,-0.014557670772676373,-0.04368615518365573,-0.045346062052505964,115809.0629,115809.0629,
True,False,0.0001,0.1,0.1,1.6278,1.6279,1.6299,1.6279,future,,,KNC,False,False,0.00043018682399213374,-0.08938859987693684,-0.065606704167145,764516.23151,764516.23151,
True,False,0.0001,0.1,0.1,1.6297,1.6216,1.6295,1.6295,spot,KNC,USD,,False,True,0.0036957191253464737,-0.08742159498207885,-0.06350574712643678,151840.3105,151840.3105,
True,False,0.0001,0.1,0.1,1.6262,1.6224,1.6298,1.6262,spot,KNC,USDT,,False,True,-6.148927012236365e-05,-0.09039042398478576,-0.06668962350780533,49965.84711,49963.05601778044,
True,False,0.01,0.01,0.01,282.72,282.56,282.89,282.72,future,,,KSM,False,False,-0.000989399293286219,-0.08838229129719795,-0.05219752589761641,14787957.361,14787957.361,
True,False,0.05,0.001,0.001,439.9,439.9,446.45,439.9,future,,,LB,True,False,0.0,-0.014671295777802665,-0.014671295777802665,52.788,52.788,
True,False,0.0001,1.0,1.0,2.5541,2.5504,2.5513,2.5513,future,,,LEO,False,False,-0.0005092846509441354,-0.012234310271400364,-0.010088076669382688,650791.7893,650791.7893,
True,False,0.0001,1.0,1.0,2.5587,2.5521,2.5587,2.5587,spot,LEO,USD,,False,True,0.0007039774727208729,-0.009407665505226481,-0.00710128055878929,109718.1685,109718.1685,
True,False,5e-06,10.0,10.0,0.02785,0.027865,0.02789,0.027865,future,,,LINA,False,False,-0.004465880671668453,-0.10185334407735697,-0.06681178834561285,1285126.40095,1285126.40095,
